customer_id,name,email,phone,gender,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
2909-CCCC1754,Ethan Davis,ethan.davis@example.com,+1-555-210-1210,Male,No,Yes,20,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card,70.43,1402.87,0
9469-BBBB1755,Alice Johnson,alice.johnson@example.com,+1-555-442-8526,Female,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.23,852.93,0
2482-AAAA1756,Jane Brown,jane.brown@example.com,+1-555-460-7554,Male,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,15.0,918.5,0
5882-CCCC1757,Ian Brown,ian.brown@example.com,+1-555-858-9423,Male,No,No,58,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,77.45,4477.78,0
2924-DDDD1758,Bob Doe,bob.doe@example.com,+1-555-903-9425,Male,Yes,No,27,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Credit card,53.71,1397.11,0
3698-DDDD1759,Ethan Clark,ethan.clark@example.com,+1-555-619-3147,Male,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,28.73,732.26,0
1271-DDDD1760,Alice Thomas,alice.thomas@example.com,+1-555-352-2723,Female,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,111.98,779.6,0
8751-DDDD1761,Hannah Smith,hannah.smith@example.com,+1-555-486-2146,Male,No,No,42,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,68.15,2862.11,0
3952-CCCC1762,Jane Taylor,jane.taylor@example.com,+1-555-231-7364,Male,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,114.39,5410.46,1
6871-BBBB1763,George Brown,george.brown@example.com,+1-555-161-1731,Male,No,Yes,53,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,76.93,4098.63,0
8564-DDDD1764,Diana Johnson,diana.johnson@example.com,+1-555-502-7314,Male,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,40.54,2382.63,0
8949-AAAA1765,George Doe,george.doe@example.com,+1-555-575-1269,Female,Yes,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.79,1066.1,1
8184-AAAA1766,Fiona Hall,fiona.hall@example.com,+1-555-153-8580,Female,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.35,2730.86,0
3173-BBBB1767,Alice Davis,alice.davis@example.com,+1-555-230-7856,Male,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,95.08,5063.76,1
4709-BBBB1768,Alice Hall,alice.hall@example.com,+1-555-971-8900,Male,Yes,Yes,15,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,88.98,1324.77,1
6887-CCCC1769,Julia Thomas,julia.thomas@example.com,+1-555-616-7772,Male,No,Yes,26,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,70.44,1835.18,0
4200-DDDD1770,Bob Davis,bob.davis@example.com,+1-555-400-3751,Male,No,No,48,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.58,4684.44,0
4724-BBBB1771,Hannah Brown,hannah.brown@example.com,+1-555-526-3163,Male,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,58.28,1127.84,1
6065-DDDD1772,Ian White,ian.white@example.com,+1-555-335-7156,Male,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,106.66,952.97,1
5693-BBBB1773,George Miller,george.miller@example.com,+1-555-317-5163,Female,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.13,2072.78,0
9806-CCCC1774,John White,john.white@example.com,+1-555-842-5486,Male,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,35.34,1915.65,0
6262-CCCC1775,George Wilson,george.wilson@example.com,+1-555-191-9964,Female,No,No,51,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.8,3562.25,0
2864-AAAA1776,George Davis,george.davis@example.com,+1-555-403-3426,Female,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,95.64,3727.8,0
1687-AAAA1777,George White,george.white@example.com,+1-555-837-4246,Male,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.46,387.65,1
7407-CCCC1778,Ethan Miller,ethan.miller@example.com,+1-555-491-4476,Female,Yes,No,3,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.32,213.64,1
6959-DDDD1779,Jane Wilson,jane.wilson@example.com,+1-555-187-6911,Female,No,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,113.02,7225.63,0
7198-BBBB1780,John Miller,john.miller@example.com,+1-555-752-6208,Female,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,96.93,2819.35,1
2617-AAAA1781,Diana Thomas,diana.thomas@example.com,+1-555-976-4892,Female,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,32.15,330.96,0
2899-CCCC1782,Ethan Doe,ethan.doe@example.com,+1-555-831-7599,Female,No,Yes,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.92,6318.8,1
3034-DDDD1783,Julia Brown,julia.brown@example.com,+1-555-514-9646,Female,No,No,27,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,97.71,2668.49,1
7322-BBBB1784,Jane Brown,jane.brown@example.com,+1-555-662-7654,Male,No,No,21,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card,81.15,1695.35,0
8375-BBBB1785,Alice Doe,alice.doe@example.com,+1-555-274-5304,Female,No,Yes,39,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.46,3419.71,1
1725-DDDD1786,Jane Johnson,jane.johnson@example.com,+1-555-728-6432,Female,Yes,No,46,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer,106.1,4834.13,1
9031-BBBB1787,Hannah Thomas,hannah.thomas@example.com,+1-555-902-6623,Female,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,106.77,7015.21,1
3340-DDDD1788,Bob Wilson,bob.wilson@example.com,+1-555-185-6339,Male,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.07,1079.86,0
7539-BBBB1789,Bob Hall,bob.hall@example.com,+1-555-394-2721,Female,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,86.88,5645.69,1
4041-DDDD1790,Ethan Brown,ethan.brown@example.com,+1-555-605-2186,Male,No,Yes,63,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,99.67,6280.04,1
8100-DDDD1791,Alice Davis,alice.davis@example.com,+1-555-226-5212,Female,No,Yes,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,110.58,3914.12,1
1400-CCCC1792,Alice Hall,alice.hall@example.com,+1-555-505-1648,Male,Yes,No,31,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,72.17,2225.61,0
4331-BBBB1793,Fiona Doe,fiona.doe@example.com,+1-555-867-1355,Male,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.6,2818.49,1
5971-BBBB1794,Alice Brown,alice.brown@example.com,+1-555-875-9157,Female,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.6,100.6,1
9805-BBBB1795,Alice Miller,alice.miller@example.com,+1-555-321-8543,Female,No,No,25,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,58.48,1476.74,0
5226-DDDD1796,George Clark,george.clark@example.com,+1-555-413-6269,Male,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,103.31,4419.32,0
6643-CCCC1797,Fiona Brown,fiona.brown@example.com,+1-555-335-4934,Female,No,Yes,67,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,89.37,5973.81,1
7977-AAAA1798,Jane Clark,jane.clark@example.com,+1-555-267-6614,Male,Yes,Yes,63,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.74,4942.59,0
9540-CCCC1799,John Hall,john.hall@example.com,+1-555-511-8085,Male,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.87,1794.84,0
9352-BBBB1800,Bob Taylor,bob.taylor@example.com,+1-555-168-1266,Male,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,100.48,203.48,1
7161-DDDD1801,Jane Johnson,jane.johnson@example.com,+1-555-249-2880,Male,No,No,64,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.34,3227.43,0
6461-BBBB1802,Bob Johnson,bob.johnson@example.com,+1-555-624-1381,Male,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,94.74,6533.18,0
2628-AAAA1803,Fiona Hall,fiona.hall@example.com,+1-555-711-9876,Female,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.68,363.31,1
5238-CCCC1804,Julia Doe,julia.doe@example.com,+1-555-605-8417,Male,No,Yes,2,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card,83.95,164.8,0
7596-CCCC1805,George Hall,george.hall@example.com,+1-555-689-6570,Male,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,108.26,3720.15,1
2995-BBBB1806,Diana Smith,diana.smith@example.com,+1-555-853-7050,Female,No,No,60,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,62.99,3804.79,1
1595-DDDD1807,Fiona Clark,fiona.clark@example.com,+1-555-521-6945,Male,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,38.79,2336.67,0
2299-CCCC1808,Diana Brown,diana.brown@example.com,+1-555-315-1020,Female,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,100.81,3137.88,0
6414-AAAA1809,Diana Doe,diana.doe@example.com,+1-555-404-2009,Female,No,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,112.61,1151.46,1
4016-BBBB1810,John Thomas,john.thomas@example.com,+1-555-544-8779,Female,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,29.85,1066.45,0
3869-DDDD1811,Diana Davis,diana.davis@example.com,+1-555-365-8140,Male,Yes,No,49,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,81.84,4018.39,0
7381-DDDD1812,Charlie Davis,charlie.davis@example.com,+1-555-267-3648,Male,No,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,112.92,7874.84,0
5130-DDDD1813,Alice Miller,alice.miller@example.com,+1-555-784-8824,Male,Yes,No,49,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.74,2858.34,1
3917-DDDD1814,John Johnson,john.johnson@example.com,+1-555-732-5852,Female,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,100.19,295.54,0
5353-CCCC1815,Bob Taylor,bob.taylor@example.com,+1-555-423-6385,Male,No,No,5,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,79.19,368.86,1
5365-AAAA1816,Alice Davis,alice.davis@example.com,+1-555-984-3452,Female,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.36,1975.06,0
4118-BBBB1817,Charlie Wilson,charlie.wilson@example.com,+1-555-464-9576,Male,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,91.52,2392.53,1
2741-DDDD1818,Charlie Davis,charlie.davis@example.com,+1-555-108-8536,Female,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,97.77,7021.12,1
3458-AAAA1819,John Johnson,john.johnson@example.com,+1-555-408-3217,Male,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,20.65,76.44,1
7355-AAAA1820,Alice Clark,alice.clark@example.com,+1-555-246-2926,Male,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.47,500.47,0
8063-BBBB1821,Hannah Johnson,hannah.johnson@example.com,+1-555-782-9271,Male,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.27,1660.57,1
7278-DDDD1822,Diana White,diana.white@example.com,+1-555-903-7595,Female,No,No,1,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.71,81.71,1
1789-CCCC1823,Julia Miller,julia.miller@example.com,+1-555-565-1977,Female,Yes,No,16,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,98.3,1578.72,0
9491-CCCC1824,Charlie Thomas,charlie.thomas@example.com,+1-555-906-7052,Male,Yes,Yes,37,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,74.06,2766.34,0
2321-CCCC1825,John Doe,john.doe@example.com,+1-555-856-8579,Male,No,Yes,3,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,103.69,291.51,1
5469-DDDD1826,Ian Smith,ian.smith@example.com,+1-555-661-5390,Female,No,No,52,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card,77.71,4024.04,0
8655-BBBB1827,Julia Miller,julia.miller@example.com,+1-555-229-7012,Female,Yes,No,47,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.17,4993.5,1
8022-BBBB1828,Alice Thomas,alice.thomas@example.com,+1-555-863-6284,Female,Yes,No,13,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,83.85,1094.86,1
3385-CCCC1829,Charlie Miller,charlie.miller@example.com,+1-555-712-4578,Male,No,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card,88.44,4854.23,0
6085-AAAA1830,Charlie Johnson,charlie.johnson@example.com,+1-555-168-5651,Female,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer,93.05,1948.11,1
1618-CCCC1831,Jane Doe,jane.doe@example.com,+1-555-761-4206,Male,No,No,66,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,51.75,3417.32,1
2703-BBBB1832,Julia Doe,julia.doe@example.com,+1-555-997-1829,Female,No,No,54,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.59,4397.78,0
3419-CCCC1833,Hannah Brown,hannah.brown@example.com,+1-555-601-9921,Male,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,91.18,2454.45,1
9699-DDDD1834,Bob Thomas,bob.thomas@example.com,+1-555-759-8805,Female,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,108.09,4146.27,0
2417-CCCC1835,Alice Davis,alice.davis@example.com,+1-555-860-9523,Female,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,92.35,5376.57,1
8148-AAAA1836,Bob Davis,bob.davis@example.com,+1-555-519-6840,Female,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.05,1326.94,0
3385-CCCC1837,Ian Johnson,ian.johnson@example.com,+1-555-755-5408,Female,No,Yes,46,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,79.75,3661.68,0
1925-BBBB1838,Ian Thomas,ian.thomas@example.com,+1-555-931-1354,Female,Yes,No,11,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.81,601.53,1
1228-AAAA1839,Jane Davis,jane.davis@example.com,+1-555-601-3272,Male,No,No,72,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,71.13,5170.88,0
7591-AAAA1840,Diana Doe,diana.doe@example.com,+1-555-713-5194,Female,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,106.31,838.14,1
5542-DDDD1841,Ethan Thomas,ethan.thomas@example.com,+1-555-406-5890,Female,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer,123.51,8775.4,0
8336-AAAA1842,Hannah Wilson,hannah.wilson@example.com,+1-555-490-4162,Female,Yes,No,64,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card,63.78,4097.59,0
5893-BBBB1843,Bob Davis,bob.davis@example.com,+1-555-908-7517,Male,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,91.95,1919.34,1
8426-DDDD1844,Alice White,alice.white@example.com,+1-555-303-4965,Female,No,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,102.49,7397.31,1
3596-BBBB1845,Julia Hall,julia.hall@example.com,+1-555-849-1608,Male,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,39.16,2467.26,0
8221-AAAA1846,Charlie Johnson,charlie.johnson@example.com,+1-555-732-9076,Female,No,No,64,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,94.7,6055.53,1
7115-DDDD1847,George Doe,george.doe@example.com,+1-555-216-5874,Female,No,No,20,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card,98.39,1956.18,1
2620-DDDD1848,Jane Johnson,jane.johnson@example.com,+1-555-927-9173,Male,Yes,No,8,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,116.14,909.19,0
4974-DDDD1849,George Hall,george.hall@example.com,+1-555-191-6196,Female,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,15.0,832.74,1
4029-BBBB1850,Hannah Johnson,hannah.johnson@example.com,+1-555-849-1738,Male,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.69,1928.02,0
2470-DDDD1851,Charlie White,charlie.white@example.com,+1-555-971-8487,Male,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card,109.6,3426.75,0
9284-AAAA1852,Hannah Miller,hannah.miller@example.com,+1-555-752-4723,Female,Yes,No,9,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.22,751.04,1
4110-BBBB1853,Diana Hall,diana.hall@example.com,+1-555-757-8312,Male,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,97.16,1488.6,1
4429-BBBB1854,John Hall,john.hall@example.com,+1-555-778-4212,Female,No,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer,95.57,2513.4,1
8176-DDDD1855,Jane White,jane.white@example.com,+1-555-144-9037,Female,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,99.4,1005.93,1
7788-CCCC1856,Fiona Doe,fiona.doe@example.com,+1-555-216-9338,Male,No,No,29,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card,99.8,2887.3,0
7282-BBBB1857,Charlie Taylor,charlie.taylor@example.com,+1-555-758-6140,Male,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.4,1547.88,1
6375-DDDD1858,Diana Brown,diana.brown@example.com,+1-555-635-4229,Male,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer,82.12,3056.61,0
3226-AAAA1859,George Taylor,george.taylor@example.com,+1-555-575-6167,Male,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,29.52,2111.74,0
5313-BBBB1860,Bob White,bob.white@example.com,+1-555-518-6229,Female,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,85.5,1959.76,1
2340-CCCC1861,Jane Hall,jane.hall@example.com,+1-555-670-4600,Female,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,86.98,3573.76,1
9870-DDDD1862,Ian Doe,ian.doe@example.com,+1-555-403-7625,Male,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,109.2,3063.07,1
8983-BBBB1863,Alice Clark,alice.clark@example.com,+1-555-666-6196,Female,No,Yes,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,101.1,4845.19,1
3007-DDDD1864,Bob Thomas,bob.thomas@example.com,+1-555-369-1921,Female,No,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,109.55,4170.3,1
5170-AAAA1865,Hannah White,hannah.white@example.com,+1-555-791-6770,Female,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,107.3,3351.36,1
9527-DDDD1866,Charlie Doe,charlie.doe@example.com,+1-555-918-8849,Female,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.96,365.95,1
9554-BBBB1867,Alice Davis,alice.davis@example.com,+1-555-341-5029,Male,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,72.61,2115.68,0
8639-BBBB1868,Diana Taylor,diana.taylor@example.com,+1-555-163-6777,Male,No,No,51,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,83.22,4240.9,0
7213-BBBB1869,Bob Brown,bob.brown@example.com,+1-555-497-8031,Female,No,Yes,49,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,89.62,4408.47,0
8381-CCCC1870,Fiona Thomas,fiona.thomas@example.com,+1-555-148-6572,Male,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.55,1597.21,0
3075-CCCC1871,Diana Taylor,diana.taylor@example.com,+1-555-244-1916,Male,Yes,Yes,72,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Credit card,68.17,4900.7,0
7054-AAAA1872,Charlie Miller,charlie.miller@example.com,+1-555-497-5766,Male,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,126.59,658.45,1
8997-AAAA1873,Ian Hall,ian.hall@example.com,+1-555-828-6422,Female,No,No,42,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,80.72,3427.68,1
5458-BBBB1874,Alice Wilson,alice.wilson@example.com,+1-555-527-4088,Female,No,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card,107.51,775.37,1
3711-DDDD1875,John Taylor,john.taylor@example.com,+1-555-180-7610,Female,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,40.82,1712.81,0
4704-CCCC1876,Diana Doe,diana.doe@example.com,+1-555-382-8238,Male,Yes,Yes,36,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card,66.64,2355.25,0
6802-BBBB1877,Jane White,jane.white@example.com,+1-555-189-9900,Female,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,103.17,2801.27,1
1143-BBBB1878,Jane Johnson,jane.johnson@example.com,+1-555-741-4663,Female,No,No,58,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card,78.82,4582.03,0
4268-BBBB1879,John White,john.white@example.com,+1-555-464-9394,Male,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,106.73,4920.63,1
3185-BBBB1880,John Brown,john.brown@example.com,+1-555-330-5101,Female,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,116.86,7684.08,0
7745-DDDD1881,Ethan Doe,ethan.doe@example.com,+1-555-456-4217,Female,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,115.85,2889.64,0
6697-BBBB1882,Fiona Davis,fiona.davis@example.com,+1-555-154-6816,Male,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,117.99,3223.04,1
3165-AAAA1883,Julia Johnson,julia.johnson@example.com,+1-555-246-5681,Male,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer,97.73,97.73,0
6286-CCCC1884,Bob Hall,bob.hall@example.com,+1-555-750-9927,Male,No,No,42,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,72.46,3054.89,0
5867-AAAA1885,Ethan Taylor,ethan.taylor@example.com,+1-555-331-9886,Female,No,No,52,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,90.3,4682.48,1
6092-AAAA1886,Charlie Doe,charlie.doe@example.com,+1-555-195-8658,Female,No,No,25,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.78,1704.65,1
